,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
10,0.012853384017944336,0.0005114328716177914,0.002955722808837891,0.00014027560476059242,1,0.5,rbf,"{'C': 1, 'gamma': 0.5, 'kernel': 'rbf'}",0.575,0.6,0.6,0.5822784810126582,0.6075949367088608,0.5929746835443038,0.012247121639935958,63,1.0,1.0,1.0,1.0,1.0,1.0,0.0
11,0.01592230796813965,0.0012448579296092436,0.002434110641479492,0.0001196342142907824,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.9375,0.925,0.9,0.8987341772151899,0.9113924050632911,0.9145253164556962,0.014884321346692644,49,0.9968553459119497,1.0,0.9968553459119497,1.0,0.9968652037617555,0.998115179117131,0.001538954016194063
12,0.013251495361328126,0.002053384495883914,0.002372932434082031,0.00013744837495416898,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.875,0.9375,0.9,0.8860759493670886,0.8987341772151899,0.8994620253164557,0.021096371297214853,50,0.9150943396226415,0.9056603773584906,0.9339622641509434,0.9028213166144201,0.9216300940438872,0.9158336783580765,0.011274824085489856
13,0.011918449401855468,0.0003493626637642468,0.002962493896484375,0.0004391874107739434,1,0.05,rbf,"{'C': 1, 'gamma': 0.05, 'kernel': 'rbf'}",0.95,0.9375,0.9125,0.9113924050632911,0.9113924050632911,0.9245569620253165,0.01616695312474203,48,0.9779874213836478,0.9748427672955975,0.9842767295597484,0.9686520376175548,0.9811912225705329,0.9773900356854164,0.0053865319160015974
14,0.010729026794433594,0.0014163914585206864,0.002662038803100586,0.00014635604462427703,1,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.6,0.625,0.6375,0.5822784810126582,0.6455696202531646,0.6180696202531646,0.023619215248472866,62,0.6194968553459119,0.6194968553459119,0.6194968553459119,0.6300940438871473,0.6175548589341693,0.6212278937718104,0.004496427134559726
15,0.010981369018554687,0.0003767954250169497,0.0028330326080322266,0.00018637518112920166,1,0.005,rbf,"{'C': 1, 'gamma': 0.005, 'kernel': 'rbf'}",0.7,0.775,0.8375,0.7088607594936709,0.810126582278481,0.7662974683544304,0.054333885618663876,51,0.7452830188679245,0.7987421383647799,0.7955974842767296,0.7617554858934169,0.8275862068965517,0.7857928668598805,0.02908381300544169
16,0.013070249557495117,0.0006620243966750314,0.002230119705200195,5.776570733271824e-05,1,0.0001,rbf,"{'C': 1, 'gamma': 0.0001, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,0.5691823899371069,0.5691823899371069,0.5660377358490566,0.567398119122257,0.567398119122257,0.5678397507935568,0.0012035526300065225
17,0.012011957168579102,0.0010504065370541176,0.0028506755828857423,0.0007714998527185975,1,0.0005,rbf,"{'C': 1, 'gamma': 0.0005, 'kernel': 'rbf'}",0.625,0.6375,0.5875,0.569620253164557,0.6835443037974683,0.6206329113924051,0.03990362026722662,61,0.6194968553459119,0.6257861635220126,0.60062893081761,0.6269592476489029,0.6112852664576802,0.6168312927584235,0.009830008593624338
18,0.014575958251953125,0.0005662632487230044,0.003048276901245117,0.0001853752273605095,10,1,rbf,"{'C': 10, 'gamma': 1, 'kernel': 'rbf'}",0.5625,0.5625,0.575,0.569620253164557,0.569620253164557,0.5678481012658227,0.004788216254667079,64,1.0,1.0,1.0,1.0,1.0,1.0,0.0
19,0.0186007022857666,0.0014556471666461496,0.002594661712646484,7.651734427551565e-05,10,0.5,rbf,"{'C': 10, 'gamma': 0.5, 'kernel': 'rbf'}",0.6,0.6125,0.65,0.5822784810126582,0.6962025316455697,0.6281962025316455,0.04062043856042834,53,1.0,1.0,1.0,1.0,1.0,1.0,0.0
